id,year,subject,field,original,detected,proposed,type,confidence,plan_status,apply,reviewer_note
1050,2009,Normal Phisiology,question,A 32-year-old patient consulted a doctor about the absence of lactation after parturition. Such disorder might be explained by the deFIcit of the following hormone:,deFIcit,A 32-year-old patient consulted a doctor about the absence of lactation after parturition. Such disorder might be explained by the deficit of the following hormone:,OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: deFIcit -> deficit
1054,2009,Normal Phisiology,question,"A patient suffers from the haemorrhagic syndrome that shows itself in frequent nasal bleedings, posttraumatic and spontaneous intracutaneous and intraarticular haemorrhages. After a laboratory study a patient was diagnosed with the type B haemophilia. This disease is provoked by the deFIcit of the following factor of blood coagulation:",deFIcit,"A patient suffers from the haemorrhagic syndrome that shows itself in frequent nasal bleedings, posttraumatic and spontaneous intracutaneous and intraarticular haemorrhages. After a laboratory study a patient was diagnosed with the type B haemophilia. This disease is provoked by the deficit of the following factor of blood coagulation:",OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: deFIcit -> deficit
1367,2009,Microbiology,question,"Quite often the cause of secondary immunodeFIciency is an infection involvement, when the causative agents propagate directly in the cells of immune system and destroy it. The following diseases are characterized by:",immunodeFIciency,"Quite often the cause of secondary immunodeficiency is an infection involvement, when the causative agents propagate directly in the cells of immune system and destroy it. The following diseases are characterized by:",OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: immunodeFIciency -> immunodeficiency
1370,2009,Microbiology,question,While examining a patient an otolaryngologist noticed hyperaemia and signiFIcantly edematous tonsils with a grayish FIlm upon them. Microscopical examination of this FIlm revealed some grampositive bacilli placed at an angle with each other. What disease might be suspected?,signiFIcantly,While examining a patient an otolaryngologist noticed hyperaemia and significantly edematous tonsils with a grayish FIlm upon them. Microscopical examination of this FIlm revealed some grampositive bacilli placed at an angle with each other. What disease might be suspected?,OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: signiFIcantly -> significantly
1374,2009,Microbiology,question,A patient with clinical presentations of immunodeFIciency has undergone immunological tests. They revealed signiFIcant decrease in number of cells that form rosettes with sheep erythrocytes. What conclusion can be drown on the ground of the analysis data?,immunodeFIciency,A patient with clinical presentations of immunodeficiency has undergone immunological tests. They revealed signiFIcant decrease in number of cells that form rosettes with sheep erythrocytes. What conclusion can be drown on the ground of the analysis data?,OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: immunodeFIciency -> immunodeficiency
1374,2009,Microbiology,question,A patient with clinical presentations of immunodeFIciency has undergone immunological tests. They revealed signiFIcant decrease in number of cells that form rosettes with sheep erythrocytes. What conclusion can be drown on the ground of the analysis data?,signiFIcant,A patient with clinical presentations of immunodeFIciency has undergone immunological tests. They revealed significant decrease in number of cells that form rosettes with sheep erythrocytes. What conclusion can be drown on the ground of the analysis data?,OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: signiFIcant -> significant
1975,2009,Pharmacology,question,"Depressions and emotional insanities result from the deFIcit of noradrenalin, serotonin and other biogenic amines in the brain. Their concentration in the synapses can be increased by means of the antidepressants that inhibit the following enzyme:",deFIcit,"Depressions and emotional insanities result from the deficit of noradrenalin, serotonin and other biogenic amines in the brain. Their concentration in the synapses can be increased by means of the antidepressants that inhibit the following enzyme:",OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: deFIcit -> deficit
247,2009,Pathophysiology,answer_2,InsufFIcient FIbrin production,InsufFIcient,Insufficient FIbrin production,OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: InsufFIcient -> Insufficient
251,2009,Pathophysiology,question,"A female patient suffering from bronchial asthma had got a viral infection that provoked status asthmaticus with fatal outcome. Histological examination of lungs revealed spasm and edema of bronchioles, apparent inFIltration of their walls with lymphocytes, eosinophils and other leukocytes; labrocyte degranulation. What mechanism of hypersensitivity underlies the described alterations?",inFIltration,"A female patient suffering from bronchial asthma had got a viral infection that provoked status asthmaticus with fatal outcome. Histological examination of lungs revealed spasm and edema of bronchioles, apparent infiltration of their walls with lymphocytes, eosinophils and other leukocytes; labrocyte degranulation. What mechanism of hypersensitivity underlies the described alterations?",OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: inFIltration -> infiltration
260,2009,Pathophysiology,question,A 12-year-old teenager has signiFIcantly put off weight within 3 months; glucose concentration rose up to 50 millimoleł. He fell into a coma. What is the main mechanism of its development?,signiFIcantly,A 12-year-old teenager has significantly put off weight within 3 months; glucose concentration rose up to 50 millimoleł. He fell into a coma. What is the main mechanism of its development?,OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: signiFIcantly -> significantly
264,2009,Pathophysiology,question,After a disease a 16-year-old boy is presenting with decreased function of protein synthesis in the liver as a result of vitamin K deFIciency. This may cause disorder of:,deFIciency,After a disease a 16-year-old boy is presenting with decreased function of protein synthesis in the liver as a result of vitamin K deficiency. This may cause disorder of:,OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: deFIciency -> deficiency
267,2009,Pathophysiology,question,"A patient suffers from the haemorrhagic syndrome that shows itself in frequent nasal bleedings, posttraumatic and spontaneous intracutaneous and intraarticular haemorrhages. After a laboratory study a patient was diagnosed with the type B haemophilia. This disease is provoked by the deFIcit of the following factor of blood coagulation:",deFIcit,"A patient suffers from the haemorrhagic syndrome that shows itself in frequent nasal bleedings, posttraumatic and spontaneous intracutaneous and intraarticular haemorrhages. After a laboratory study a patient was diagnosed with the type B haemophilia. This disease is provoked by the deficit of the following factor of blood coagulation:",OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: deFIcit -> deficit
2679,2009,Biochemistry,question,"Products of some proteins hydrolysis and modiFIcation are the biologically active substances called hormones. Lipotropin, corticotropin, melanotropin and endorphins are synthesized in the hypophysis of the following protein:",modiFIcation,"Products of some proteins hydrolysis and modification are the biologically active substances called hormones. Lipotropin, corticotropin, melanotropin and endorphins are synthesized in the hypophysis of the following protein:",OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: modiFIcation -> modification
2682,2009,Biochemistry,question,During examination of an 11-month-old infant a pediatrician revealed osteoectasia of the lower extremities and delayed mineralization of cranial bones. Such pathology is usually provoked by the deFIcit of the following vitamin:,deFIcit,During examination of an 11-month-old infant a pediatrician revealed osteoectasia of the lower extremities and delayed mineralization of cranial bones. Such pathology is usually provoked by the deficit of the following vitamin:,OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: deFIcit -> deficit
269,2009,Pathophysiology,question,A patient with massive burns developed acute renal insufFIciency characterized by a signiFIcant and rapid deceleration of glomerular FIltration. What is the mechanism of its development?,insufFIciency,A patient with massive burns developed acute renal insufficiency characterized by a signiFIcant and rapid deceleration of glomerular FIltration. What is the mechanism of its development?,OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: insufFIciency -> insufficiency
269,2009,Pathophysiology,question,A patient with massive burns developed acute renal insufFIciency characterized by a signiFIcant and rapid deceleration of glomerular FIltration. What is the mechanism of its development?,signiFIcant,A patient with massive burns developed acute renal insufFIciency characterized by a significant and rapid deceleration of glomerular FIltration. What is the mechanism of its development?,OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: signiFIcant -> significant
2694,2009,Biochemistry,question,"A patient suffers from the haemorrhagic syndrome that shows itself in frequent nasal bleedings, posttraumatic and spontaneous intracutaneous and intraarticular haemorrhages. After a laboratory study a patient was diagnosed with the type B haemophilia. This disease is provoked by the deFIcit of the following factor of blood coagulation:",deFIcit,"A patient suffers from the haemorrhagic syndrome that shows itself in frequent nasal bleedings, posttraumatic and spontaneous intracutaneous and intraarticular haemorrhages. After a laboratory study a patient was diagnosed with the type B haemophilia. This disease is provoked by the deficit of the following factor of blood coagulation:",OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: deFIcit -> deficit
270,2009,Pathophysiology,answer_3,Acute coronary insufFIciency,insufFIciency,Acute coronary insufficiency,OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: insufFIciency -> insufficiency
270,2009,Pathophysiology,question,"A patient with severe course of respiratory viral infection presented with clinical signs of progressing heart failure that led to his death in the 2nd week of disease. Autopsy revealed that the heart cavities were signiFIcantly dilated, the heart was ßabby. Histological examination of the myocardium revealed microvascular plethora and diffuse stroma inFIltration with lymphocytes and histiocytes. What is the most likely diagnosis?",signiFIcantly,"A patient with severe course of respiratory viral infection presented with clinical signs of progressing heart failure that led to his death in the 2nd week of disease. Autopsy revealed that the heart cavities were significantly dilated, the heart was ßabby. Histological examination of the myocardium revealed microvascular plethora and diffuse stroma inFIltration with lymphocytes and histiocytes. What is the most likely diagnosis?",OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: signiFIcantly -> significantly
270,2009,Pathophysiology,question,"A patient with severe course of respiratory viral infection presented with clinical signs of progressing heart failure that led to his death in the 2nd week of disease. Autopsy revealed that the heart cavities were signiFIcantly dilated, the heart was ßabby. Histological examination of the myocardium revealed microvascular plethora and diffuse stroma inFIltration with lymphocytes and histiocytes. What is the most likely diagnosis?",inFIltration,"A patient with severe course of respiratory viral infection presented with clinical signs of progressing heart failure that led to his death in the 2nd week of disease. Autopsy revealed that the heart cavities were signiFIcantly dilated, the heart was ßabby. Histological examination of the myocardium revealed microvascular plethora and diffuse stroma infiltration with lymphocytes and histiocytes. What is the most likely diagnosis?",OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: inFIltration -> infiltration
673,2009,Pathomorphology,question,"Quite often the cause of secondary immunodeFIciency is an infection involvement, when the causative agents propagate directly in the cells of immune system and destroy it. The following diseases are characterized by:",immunodeFIciency,"Quite often the cause of secondary immunodeficiency is an infection involvement, when the causative agents propagate directly in the cells of immune system and destroy it. The following diseases are characterized by:",OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: immunodeFIciency -> immunodeficiency
674,2009,Pathomorphology,answer_4,DermatoFIbroma,DermatoFIbroma,Dermatofibroma,OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: DermatoFIbroma -> Dermatofibroma
676,2009,Pathomorphology,question,"A female patient suffering from bronchial asthma had got a viral infection that provoked status asthmaticus with fatal outcome. Histological examination of lungs revealed spasm and edema of bronchioles, apparent inFIltration of their walls with lymphocytes, eosinophils and other leukocytes; labrocyte degranulation. What mechanism of hypersensitivity underlies the described alterations?",inFIltration,"A female patient suffering from bronchial asthma had got a viral infection that provoked status asthmaticus with fatal outcome. Histological examination of lungs revealed spasm and edema of bronchioles, apparent infiltration of their walls with lymphocytes, eosinophils and other leukocytes; labrocyte degranulation. What mechanism of hypersensitivity underlies the described alterations?",OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: inFIltration -> infiltration
683,2009,Pathomorphology,question,"Autopsy of a man, who had been suffering from the multiple bronchiectasis for 5 years and died from chronic renal insufFIciency, revealed that kidneys were dense and enlarged, with thickened cortical layer of white colour with greasy lustre. What renal disease might be suspected? MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY",insufFIciency,"Autopsy of a man, who had been suffering from the multiple bronchiectasis for 5 years and died from chronic renal insufficiency, revealed that kidneys were dense and enlarged, with thickened cortical layer of white colour with greasy lustre. What renal disease might be suspected? MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY",OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: insufFIciency -> insufficiency
684,2009,Pathomorphology,question,"Autopsy of a 49-year-old woman who died from chronic renal insufFIciency, revealed: kidneys were dense, reduced, multicoloured, with haemorrhagic areas. Microscopic examination revealed some hematoxylin bodies in the nuclei of the renal tubule epithelium; ""wire- loop""thickening of the glomerular capillary basement membrane; here and there in the capillaries some hyaline thrombi and foci of FIbrinoid necrosis were present. What is the most likely diagnosis?",insufFIciency,"Autopsy of a 49-year-old woman who died from chronic renal insufficiency, revealed: kidneys were dense, reduced, multicoloured, with haemorrhagic areas. Microscopic examination revealed some hematoxylin bodies in the nuclei of the renal tubule epithelium; ""wire- loop""thickening of the glomerular capillary basement membrane; here and there in the capillaries some hyaline thrombi and foci of FIbrinoid necrosis were present. What is the most likely diagnosis?",OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: insufFIciency -> insufficiency
689,2009,Pathomorphology,answer_3,Acute superFIcial appendicitis,superFIcial,Acute superficial appendicitis,OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: superFIcial -> superficial
689,2009,Pathomorphology,question,"A pathologyhistology laboratory received a vermiform appendix up to 2,0 cm thick. Its serous membrane was pale, thick and covered with yellowish-green FIlms. The wall was ßaccid, of grayishred colour. The appendix lumen was dilated and FIlled with yellowish- green substance. Histological examination revealed that the appendix wall was inFIltrated with neutrophils. Specify the appendix disease:",inFIltrated,"A pathologyhistology laboratory received a vermiform appendix up to 2,0 cm thick. Its serous membrane was pale, thick and covered with yellowish-green FIlms. The wall was ßaccid, of grayishred colour. The appendix lumen was dilated and FIlled with yellowish- green substance. Histological examination revealed that the appendix wall was infiltrated with neutrophils. Specify the appendix disease:",OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: inFIltrated -> infiltrated
690,2009,Pathomorphology,question,"A patient with severe course of respiratory viral infection presented with clinical signs of progressing heart failure that led to his death in the 2nd week of disease. Autopsy revealed that the heart cavities were signiFIcantly dilated, the heart was ßabby. Histological examination of the myocardium revealed microvascular plethora and diffuse stroma inFIltration with lymphocytes and histiocytes. What is the most likely diagnosis?",signiFIcantly,"A patient with severe course of respiratory viral infection presented with clinical signs of progressing heart failure that led to his death in the 2nd week of disease. Autopsy revealed that the heart cavities were significantly dilated, the heart was ßabby. Histological examination of the myocardium revealed microvascular plethora and diffuse stroma inFIltration with lymphocytes and histiocytes. What is the most likely diagnosis?",OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: signiFIcantly -> significantly
690,2009,Pathomorphology,question,"A patient with severe course of respiratory viral infection presented with clinical signs of progressing heart failure that led to his death in the 2nd week of disease. Autopsy revealed that the heart cavities were signiFIcantly dilated, the heart was ßabby. Histological examination of the myocardium revealed microvascular plethora and diffuse stroma inFIltration with lymphocytes and histiocytes. What is the most likely diagnosis?",inFIltration,"A patient with severe course of respiratory viral infection presented with clinical signs of progressing heart failure that led to his death in the 2nd week of disease. Autopsy revealed that the heart cavities were signiFIcantly dilated, the heart was ßabby. Histological examination of the myocardium revealed microvascular plethora and diffuse stroma infiltration with lymphocytes and histiocytes. What is the most likely diagnosis?",OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: inFIltration -> infiltration
693,2009,Pathomorphology,question,"Examination of the anterior abdominal wall of a pregnant woman revealed a tumour-like formation that arose on the spot of a tumour that was removed two years ago. The neoplasm was well-deFIned, dense, 2х1 cm large. Histological examination revealed that the tumour was composed of differentiated connective tissue with prevailing collagen FIbres. What tumour might be suspected?",deFIned,"Examination of the anterior abdominal wall of a pregnant woman revealed a tumour-like formation that arose on the spot of a tumour that was removed two years ago. The neoplasm was well-defined, dense, 2х1 cm large. Histological examination revealed that the tumour was composed of differentiated connective tissue with prevailing collagen FIbres. What tumour might be suspected?",OCR_CASE_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR case correction: deFIned -> defined
1012,2011,Normal Phisiology,answer_4,Increase of the filtartion quotient,filtartion,Increase of the filtration quotient,KNOWN_LEXICAL_TYPO,VALIDATED,AUTO_APPROVED,YES,Validated lexical typo: filtartion -> filtration
1026,2011,Normal Phisiology,answer_5,Weakening of the pumbing ability of heart,pumbing,Weakening of the pumping ability of heart,KNOWN_LEXICAL_TYPO,VALIDATED,AUTO_APPROVED,YES,Validated lexical typo: pumbing -> pumping
1040,2009,Normal Phisiology,answer_4,Increase of the FIltartion quotient,FIltartion,Increase of the filtration quotient,KNOWN_LEXICAL_TYPO,VALIDATED,AUTO_APPROVED,YES,Validated lexical typo: FIltartion -> filtration
1053,2009,Normal Phisiology,answer_5,Weakening of the pumbing ability of heart,pumbing,Weakening of the pumping ability of heart,KNOWN_LEXICAL_TYPO,VALIDATED,AUTO_APPROVED,YES,Validated lexical typo: pumbing -> pumping
206,2012,Pathophysiology,question,The patient with acute miocardial infarction was given intravenously different solutions during 8 hours with medical dropper 1500 ml and oxygen intranasally. He died because of pulmonary edema. What caused the pulmonary edema?,miocardial,The patient with acute myocardial infarction was given intravenously different solutions during 8 hours with medical dropper 1500 ml and oxygen intranasally. He died because of pulmonary edema. What caused the pulmonary edema?,KNOWN_LEXICAL_TYPO,VALIDATED,AUTO_APPROVED,YES,Validated lexical typo: miocardial -> myocardial
209,2012,Pathophysiology,question,The patient with acute miocardial infarction was given intravenously different solutions during 8 hours with medical dropper 1500 ml and oxygen intranasally. He died because of pulmonary edema. What caused the pulmonary edema?,miocardial,The patient with acute myocardial infarction was given intravenously different solutions during 8 hours with medical dropper 1500 ml and oxygen intranasally. He died because of pulmonary edema. What caused the pulmonary edema?,KNOWN_LEXICAL_TYPO,VALIDATED,AUTO_APPROVED,YES,Validated lexical typo: miocardial -> myocardial
226,2011,Pathophysiology,answer_4,Increase of the filtartion quotient,filtartion,Increase of the filtration quotient,KNOWN_LEXICAL_TYPO,VALIDATED,AUTO_APPROVED,YES,Validated lexical typo: filtartion -> filtration
241,2011,Pathophysiology,answer_5,Weakening of the pumbing ability of heart,pumbing,Weakening of the pumping ability of heart,KNOWN_LEXICAL_TYPO,VALIDATED,AUTO_APPROVED,YES,Validated lexical typo: pumbing -> pumping
255,2009,Pathophysiology,answer_4,Increase of the FIltartion quotient,FIltartion,Increase of the filtration quotient,KNOWN_LEXICAL_TYPO,VALIDATED,AUTO_APPROVED,YES,Validated lexical typo: FIltartion -> filtration
265,2009,Pathophysiology,answer_5,Weakening of the pumbing ability of heart,pumbing,Weakening of the pumping ability of heart,KNOWN_LEXICAL_TYPO,VALIDATED,AUTO_APPROVED,YES,Validated lexical typo: pumbing -> pumping
409,2019,Pathophysiology,question,An uconscious young man in the state of morphine intoxication has been brought into an admission room. The patient’s respiration is slow and shallow due to suppression of the respiratory center. What kind of respiratory failure occurred in this case?,uconscious,An unconscious young man in the state of morphine intoxication has been brought into an admission room. The patient’s respiration is slow and shallow due to suppression of the respiratory center. What kind of respiratory failure occurred in this case?,KNOWN_LEXICAL_TYPO,VALIDATED,AUTO_APPROVED,YES,Validated lexical typo: uconscious -> unconscious
47,2017,Pathophysiology,question,A patient complaining of pain in the left shoulder-blade region has been diagnosed with miocardial infarction. What kind of pain does the patient have?,miocardial,A patient complaining of pain in the left shoulder-blade region has been diagnosed with myocardial infarction. What kind of pain does the patient have?,KNOWN_LEXICAL_TYPO,VALIDATED,AUTO_APPROVED,YES,Validated lexical typo: miocardial -> myocardial
68,2016,Pathophysiology,answer_2,Increase of globulin conten,conten,Increase of globulin content,KNOWN_LEXICAL_TYPO,VALIDATED,AUTO_APPROVED,YES,Validated lexical typo: conten -> content
68,2016,Pathophysiology,answer_3,Decrease of fibrinogen conten,conten,Decrease of fibrinogen content,KNOWN_LEXICAL_TYPO,VALIDATED,AUTO_APPROVED,YES,Validated lexical typo: conten -> content
68,2016,Pathophysiology,answer_4,Increase of albumin conten,conten,Increase of albumin content,KNOWN_LEXICAL_TYPO,VALIDATED,AUTO_APPROVED,YES,Validated lexical typo: conten -> content
68,2016,Pathophysiology,answer_5,Decrease of globulin conten,conten,Decrease of globulin content,KNOWN_LEXICAL_TYPO,VALIDATED,AUTO_APPROVED,YES,Validated lexical typo: conten -> content
79,2016,Pathophysiology,question,An uconscious young man in the state of morphine intoxication has been delivered into an admission room. The patient’s respiration is slow and shallow due to suppressi-on of the respiratory center. What kind of respiratory failure occurred in this case?,uconscious,An unconscious young man in the state of morphine intoxication has been delivered into an admission room. The patient’s respiration is slow and shallow due to suppressi-on of the respiratory center. What kind of respiratory failure occurred in this case?,KNOWN_LEXICAL_TYPO,VALIDATED,AUTO_APPROVED,YES,Validated lexical typo: uconscious -> unconscious
1040,2009,Normal Phisiology,answer_5,Increase of the renal blood ßow,ß,Increase of the renal blood flow,OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (1 occurrence)
1043,2009,Normal Phisiology,answer_1,From the intercellular ßuid to the capillaries,ß,From the intercellular fluid to the capillaries,OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (1 occurrence)
1043,2009,Normal Phisiology,answer_2,From the intercellular ßuid to the cells,ß,From the intercellular fluid to the cells,OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (1 occurrence)
1043,2009,Normal Phisiology,answer_3,From the cells to the intercellular ßuid,ß,From the cells to the intercellular fluid,OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (1 occurrence)
1043,2009,Normal Phisiology,answer_4,From the capillaries to the intercellular ßuid,ß,From the capillaries to the intercellular fluid,OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (1 occurrence)
1046,2009,Normal Phisiology,question,An experimental animal has lost orientative reßexes as a result of destruction of certain brainstem structures. What structures had been destroyed?,ß,An experimental animal has lost orientative reflexes as a result of destruction of certain brainstem structures. What structures had been destroyed?,OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (1 occurrence)
1375,2009,Microbiology,question,As a result of durative antibiotic therapy a 37-year old patient developed intestinal dysbacteriosis. What type of drugs should be used in order to normalize intestinal microßora?,ß,As a result of durative antibiotic therapy a 37-year old patient developed intestinal dysbacteriosis. What type of drugs should be used in order to normalize intestinal microflora?,OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (1 occurrence)
1692,2009,Anatomy,question,While examining the oral cavity a stomatologist revealed inßammation of papillae on the border of the median and posterior third of the back of tongue. What papillae are inßamed?,ß,While examining the oral cavity a stomatologist revealed inflammation of papillae on the border of the median and posterior third of the back of tongue. What papillae are inflamed?,OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (2 occurrences)
1976,2009,Pharmacology,question,A student came to see a doctor and asked to administer him a drug for treatment of allergic rhinitis that occurs in the period of linden ßowering. What drug may be used?,ß,A student came to see a doctor and asked to administer him a drug for treatment of allergic rhinitis that occurs in the period of linden flowering. What drug may be used?,OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (1 occurrence)
251,2009,Pathophysiology,answer_2,Inßammatory,ß,Inflammatory,OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (1 occurrence)
255,2009,Pathophysiology,answer_5,Increase of the renal blood ßow,ß,Increase of the renal blood flow,OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (1 occurrence)
2669,2009,Biochemistry,question,"A mother consulted a doctor about her 5-year-old child who develops erythemas, vesicular rash and skin itch under the inßuence of sun. Laboratory studies revealed decreased iron concentration in the blood serum, increased uroporphyrinogen I excretion with the urine. What is the most likely inherited pathology in this child?",ß,"A mother consulted a doctor about her 5-year-old child who develops erythemas, vesicular rash and skin itch under the influence of sun. Laboratory studies revealed decreased iron concentration in the blood serum, increased uroporphyrinogen I excretion with the urine. What is the most likely inherited pathology in this child?",OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (1 occurrence)
2682,2009,Biochemistry,answer_4,Bioßavonoids,ß,Bioflavonoids,OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (1 occurrence)
2682,2009,Biochemistry,answer_5,Riboßavin,ß,Riboflavin,OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (1 occurrence)
269,2009,Pathophysiology,answer_1,Reduction of renal blood ßow,ß,Reduction of renal blood flow,OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (1 occurrence)
269,2009,Pathophysiology,answer_4,Rise of pressure of tubular ßuid,ß,Rise of pressure of tubular fluid,OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (1 occurrence)
270,2009,Pathophysiology,question,"A patient with severe course of respiratory viral infection presented with clinical signs of progressing heart failure that led to his death in the 2nd week of disease. Autopsy revealed that the heart cavities were signiFIcantly dilated, the heart was ßabby. Histological examination of the myocardium revealed microvascular plethora and diffuse stroma inFIltration with lymphocytes and histiocytes. What is the most likely diagnosis?",ß,"A patient with severe course of respiratory viral infection presented with clinical signs of progressing heart failure that led to his death in the 2nd week of disease. Autopsy revealed that the heart cavities were signiFIcantly dilated, the heart was flabby. Histological examination of the myocardium revealed microvascular plethora and diffuse stroma inFIltration with lymphocytes and histiocytes. What is the most likely diagnosis?",OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (1 occurrence)
676,2009,Pathomorphology,answer_2,Inßammatory,ß,Inflammatory,OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (1 occurrence)
687,2009,Pathomorphology,question,"A stillborn child was found to have thickened skin resembling of the tortoise shell, underdeveloped auricles. Histological examination of skin revealed hyperkeratosis, atrophy of the granular epidermis layer; inßammatory changes were not present. What is the most likely diagnosis?",ß,"A stillborn child was found to have thickened skin resembling of the tortoise shell, underdeveloped auricles. Histological examination of skin revealed hyperkeratosis, atrophy of the granular epidermis layer; inflammatory changes were not present. What is the most likely diagnosis?",OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (1 occurrence)
689,2009,Pathomorphology,question,"A pathologyhistology laboratory received a vermiform appendix up to 2,0 cm thick. Its serous membrane was pale, thick and covered with yellowish-green FIlms. The wall was ßaccid, of grayishred colour. The appendix lumen was dilated and FIlled with yellowish- green substance. Histological examination revealed that the appendix wall was inFIltrated with neutrophils. Specify the appendix disease:",ß,"A pathologyhistology laboratory received a vermiform appendix up to 2,0 cm thick. Its serous membrane was pale, thick and covered with yellowish-green FIlms. The wall was flaccid, of grayishred colour. The appendix lumen was dilated and FIlled with yellowish- green substance. Histological examination revealed that the appendix wall was inFIltrated with neutrophils. Specify the appendix disease:",OCR_CHARACTER_CORRUPTION,VALIDATED,AUTO_APPROVED,YES,Validated OCR character correction: ß -> fl (1 occurrence)
